id,left,top,right,bottom,NYECount,Dec1count
282,1099969.889,4893156.1482,1109969.889,4883156.1482,2666611.2682,1402668.355
283,1099969.889,4883156.1482,1109969.889,4873156.1482,1575457.6512,828708.938
284,1099969.889,4873156.1482,1109969.889,4863156.1482,555089.1664,291983.319
285,1099969.889,4863156.1482,1109969.889,4853156.1482,,
286,1099969.889,4853156.1482,1109969.889,4843156.1482,,
287,1099969.889,4843156.1482,1109969.889,4833156.1482,,
288,1099969.889,4833156.1482,1109969.889,4823156.1482,,
289,1099969.889,4823156.1482,1109969.889,4813156.1482,,
290,1099969.889,4813156.1482,1109969.889,4803156.1482,,
291,1099969.889,4803156.1482,1109969.889,4793156.1482,,
292,1099969.889,4793156.1482,1109969.889,4783156.1482,,
293,1099969.889,4783156.1482,1109969.889,4773156.1482,,
294,1099969.889,4773156.1482,1109969.889,4763156.1482,,
295,1099969.889,4763156.1482,1109969.889,4753156.1482,,
296,1099969.889,4753156.1482,1109969.889,4743156.1482,,
297,1109969.889,6223156.1482,1119969.889,6213156.1482,,
298,1109969.889,6213156.1482,1119969.889,6203156.1482,,
299,1109969.889,6203156.1482,1119969.889,6193156.1482,,
300,1109969.889,6193156.1482,1119969.889,6183156.1482,,
301,1109969.889,6183156.1482,1119969.889,6173156.1482,,
302,1109969.889,6173156.1482,1119969.889,6163156.1482,,
303,1109969.889,6163156.1482,1119969.889,6153156.1482,,
304,1109969.889,6153156.1482,1119969.889,6143156.1482,,
305,1109969.889,6143156.1482,1119969.889,6133156.1482,,
306,1109969.889,6133156.1482,1119969.889,6123156.1482,,
307,1109969.889,6123156.1482,1119969.889,6113156.1482,,
308,1109969.889,6113156.1482,1119969.889,6103156.1482,,
309,1109969.889,6103156.1482,1119969.889,6093156.1482,,
310,1109969.889,6093156.1482,1119969.889,6083156.1482,,
311,1109969.889,6083156.1482,1119969.889,6073156.1482,,
312,1109969.889,6073156.1482,1119969.889,6063156.1482,,
313,1109969.889,6063156.1482,1119969.889,6053156.1482,,
314,1109969.889,6053156.1482,1119969.889,6043156.1482,,
315,1109969.889,6043156.1482,1119969.889,6033156.1482,,
316,1109969.889,6033156.1482,1119969.889,6023156.1482,,
317,1109969.889,6023156.1482,1119969.889,6013156.1482,,
318,1109969.889,6013156.1482,1119969.889,6003156.1482,,
319,1109969.889,6003156.1482,1119969.889,5993156.1482,,
320,1109969.889,5993156.1482,1119969.889,5983156.1482,,
321,1109969.889,5983156.1482,1119969.889,5973156.1482,,
322,1109969.889,5973156.1482,1119969.889,5963156.1482,,
