id,left,top,right,bottom,NYECount,Dec1count
4484,2156556.9662,4887864.9471,2166556.9662,4837864.9471,,
4485,2156556.9662,4837864.9471,2166556.9662,4787864.9471,,
4486,2156556.9662,4787864.9471,2166556.9662,4737864.9471,,
4487,2156556.9662,4737864.9471,2166556.9662,4687864.9471,,
4488,2156556.9662,4687864.9471,2166556.9662,4637864.9471,,
4489,2166556.9662,6337864.9471,2176556.9662,6287864.9471,,
4490,2166556.9662,6287864.9471,2176556.9662,6237864.9471,,
4491,2166556.9662,6237864.9471,2176556.9662,6187864.9471,,
4492,2166556.9662,6187864.9471,2176556.9662,6137864.9471,,
4493,2166556.9662,6137864.9471,2176556.9662,6087864.9471,,
4494,2166556.9662,6087864.9471,2176556.9662,6037864.9471,,
4495,2166556.9662,6037864.9471,2176556.9662,5987864.9471,,
4496,2166556.9662,5987864.9471,2176556.9662,5937864.9471,,
4497,2166556.9662,5937864.9471,2176556.9662,5887864.9471,,
4498,2166556.9662,5887864.9471,2176556.9662,5837864.9471,,
4499,2166556.9662,5837864.9471,2176556.9662,5787864.9471,,
4500,2166556.9662,5787864.9471,2176556.9662,5737864.9471,,
4501,2166556.9662,5737864.9471,2176556.9662,5687864.9471,,
4502,2166556.9662,5687864.9471,2176556.9662,5637864.9471,,
4503,2166556.9662,5637864.9471,2176556.9662,5587864.9471,,
4504,2166556.9662,5587864.9471,2176556.9662,5537864.9471,,
4505,2166556.9662,5537864.9471,2176556.9662,5487864.9471,,
4506,2166556.9662,5487864.9471,2176556.9662,5437864.9471,,
4507,2166556.9662,5437864.9471,2176556.9662,5387864.9471,,
4508,2166556.9662,5387864.9471,2176556.9662,5337864.9471,,
4509,2166556.9662,5337864.9471,2176556.9662,5287864.9471,,
4510,2166556.9662,5287864.9471,2176556.9662,5237864.9471,,
4511,2166556.9662,5237864.9471,2176556.9662,5187864.9471,,
4512,2166556.9662,5187864.9471,2176556.9662,5137864.9471,,
4513,2166556.9662,5137864.9471,2176556.9662,5087864.9471,,
4514,2166556.9662,5087864.9471,2176556.9662,5037864.9471,,
4515,2166556.9662,5037864.9471,2176556.9662,4987864.9471,,
4516,2166556.9662,4987864.9471,2176556.9662,4937864.9471,,
4517,2166556.9662,4937864.9471,2176556.9662,4887864.9471,,
